p1_rank,p2_rank,p1_win_rate,p2_win_rate,court_type,weather,match_duration_minutes,winner,p1_id,p2_id
148,162,0.38,0.74,Indoor,N/A,52,Player 2,P1008,P1001
137,69,0.67,0.49,Outdoor,Windy,37,Player 1,P1003,P1007
184,162,0.4,0.74,Indoor,N/A,69,Player 2,P1016,P1001
194,162,0.23,0.74,Indoor,N/A,57,Player 2,P1012,P1001
47,60,0.58,0.48,Outdoor,Windy,51,Player 1,P1006,P1005
115,21,0.36,0.22,Indoor,N/A,32,Player 2,P1019,P1013
28,60,0.22,0.48,Indoor,N/A,65,Player 2,P1013,P1005
169,69,0.74,0.49,Indoor,N/A,48,Player 2,P1001,P1007
181,118,0.78,0.66,Indoor,N/A,61,Player 1,P1018,P1010
184,130,0.4,0.67,Outdoor,Windy,53,Player 2,P1016,P1003
194,112,0.23,0.61,Outdoor,Sunny,41,Player 1,P1012,P1020
148,130,0.38,0.67,Outdoor,Sunny,70,Player 1,P1008,P1003
148,82,0.38,0.34,Indoor,N/A,42,Player 2,P1008,P1017
28,82,0.22,0.34,Outdoor,Cloudy,43,Player 1,P1013,P1017
194,92,0.23,0.73,Outdoor,Sunny,36,Player 2,P1012,P1002
148,69,0.38,0.49,Indoor,N/A,50,Player 2,P1008,P1007
67,91,0.48,0.7,Outdoor,Sunny,51,Player 2,P1005,P1011
169,91,0.74,0.7,Outdoor,Sunny,48,Player 1,P1001,P1011
89,141,0.34,0.38,Indoor,N/A,40,Player 2,P1017,P1008
125,130,0.66,0.67,Indoor,N/A,71,Player 2,P1010,P1003
194,118,0.23,0.66,Outdoor,Cloudy,36,Player 2,P1012,P1010
28,91,0.22,0.7,Outdoor,Windy,53,Player 2,P1013,P1011
68,162,0.74,0.74,Outdoor,Cloudy,37,Player 1,P1014,P1001
68,162,0.74,0.74,Outdoor,Cloudy,48,Player 1,P1014,P1001
132,91,0.19,0.7,Indoor,N/A,51,Player 2,P1009,P1011
181,141,0.78,0.38,Indoor,N/A,48,Player 1,P1018,P1008
99,21,0.73,0.22,Outdoor,Cloudy,43,Player 2,P1002,P1013
181,177,0.78,0.4,Outdoor,Cloudy,50,Player 2,P1018,P1016
181,187,0.78,0.23,Outdoor,Windy,61,Player 1,P1018,P1012
137,108,0.67,0.36,Outdoor,Cloudy,44,Player 1,P1003,P1019
140,177,0.43,0.4,Indoor,N/A,60,Player 1,P1015,P1016
194,60,0.23,0.48,Indoor,N/A,33,Player 2,P1012,P1005
67,112,0.48,0.61,Indoor,N/A,46,Player 1,P1005,P1020
99,186,0.73,0.3,Outdoor,Cloudy,41,Player 1,P1002,P1004
98,40,0.7,0.58,Outdoor,Cloudy,58,Player 2,P1011,P1006
67,112,0.48,0.61,Outdoor,Cloudy,48,Player 2,P1005,P1020
68,186,0.74,0.3,Indoor,N/A,43,Player 1,P1014,P1004
115,177,0.36,0.4,Indoor,N/A,57,Player 1,P1019,P1016
140,69,0.43,0.49,Outdoor,Windy,54,Player 2,P1015,P1007
98,40,0.7,0.58,Indoor,N/A,46,Player 1,P1011,P1006
76,130,0.49,0.67,Outdoor,Windy,46,Player 1,P1007,P1003
181,91,0.78,0.7,Outdoor,Cloudy,44,Player 2,P1018,P1011
28,125,0.22,0.19,Outdoor,Cloudy,47,Player 1,P1013,P1009
115,133,0.36,0.43,Indoor,N/A,54,Player 1,P1019,P1015
169,69,0.74,0.49,Outdoor,Windy,41,Player 2,P1001,P1007
181,133,0.78,0.43,Indoor,N/A,60,Player 1,P1018,P1015
194,112,0.23,0.61,Outdoor,Sunny,33,Player 2,P1012,P1020
89,177,0.34,0.4,Indoor,N/A,56,Player 1,P1017,P1016
184,130,0.4,0.67,Outdoor,Cloudy,49,Player 2,P1016,P1003
47,108,0.58,0.36,Outdoor,Sunny,39,Player 1,P1006,P1019
184,112,0.4,0.61,Outdoor,Cloudy,53,Player 2,P1016,P1020
169,21,0.74,0.22,Outdoor,Sunny,25,Player 2,P1001,P1013
47,125,0.58,0.19,Indoor,N/A,44,Player 2,P1006,P1009
89,133,0.34,0.43,Outdoor,Cloudy,56,Player 2,P1017,P1015
115,187,0.36,0.23,Outdoor,Sunny,52,Player 2,P1019,P1012
169,141,0.74,0.38,Indoor,N/A,48,Player 2,P1001,P1008
67,40,0.48,0.58,Indoor,N/A,61,Player 2,P1005,P1006
98,177,0.7,0.4,Indoor,N/A,48,Player 1,P1011,P1016
169,118,0.74,0.66,Indoor,N/A,58,Player 2,P1001,P1010
137,91,0.67,0.7,Outdoor,Sunny,43,Player 1,P1003,P1011
115,186,0.36,0.3,Outdoor,Cloudy,55,Player 1,P1019,P1004
181,133,0.78,0.43,Outdoor,Sunny,53,Player 1,P1018,P1015
89,141,0.34,0.38,Outdoor,Sunny,48,Player 1,P1017,P1008
125,141,0.66,0.38,Indoor,N/A,47,Player 1,P1010,P1008
169,92,0.74,0.73,Outdoor,Cloudy,46,Player 2,P1001,P1002
28,187,0.22,0.23,Indoor,N/A,34,Player 2,P1013,P1012
67,92,0.48,0.73,Indoor,N/A,56,Player 1,P1005,P1002
98,61,0.7,0.74,Outdoor,Cloudy,56,Player 2,P1011,P1014
181,40,0.78,0.58,Indoor,N/A,41,Player 1,P1018,P1006
194,125,0.23,0.19,Indoor,N/A,45,Player 1,P1012,P1009
194,162,0.23,0.74,Outdoor,Cloudy,52,Player 2,P1012,P1001
115,133,0.36,0.43,Outdoor,Sunny,53,Player 2,P1019,P1015
132,60,0.19,0.48,Outdoor,Sunny,56,Player 2,P1009,P1005
137,40,0.67,0.58,Outdoor,Sunny,44,Player 2,P1003,P1006
169,91,0.74,0.7,Outdoor,Sunny,50,Player 2,P1001,P1011
137,186,0.67,0.3,Indoor,N/A,40,Player 2,P1003,P1004
148,40,0.38,0.58,Indoor,N/A,49,Player 1,P1008,P1006
194,162,0.23,0.74,Indoor,N/A,67,Player 2,P1012,P1001
137,177,0.67,0.4,Indoor,N/A,44,Player 1,P1003,P1016
67,162,0.48,0.74,Outdoor,Cloudy,35,Player 1,P1005,P1001
28,174,0.22,0.78,Outdoor,Cloudy,42,Player 2,P1013,P1018
89,162,0.34,0.74,Outdoor,Windy,56,Player 2,P1017,P1001
184,130,0.4,0.67,Outdoor,Windy,49,Player 2,P1016,P1003
47,130,0.58,0.67,Indoor,N/A,39,Player 2,P1006,P1003
184,92,0.4,0.73,Indoor,N/A,54,Player 2,P1016,P1002
181,130,0.78,0.67,Outdoor,Sunny,54,Player 1,P1018,P1003
137,112,0.67,0.61,Outdoor,Sunny,59,Player 1,P1003,P1020
115,141,0.36,0.38,Outdoor,Windy,56,Player 1,P1019,P1008
119,130,0.61,0.67,Outdoor,Sunny,60,Player 1,P1020,P1003
119,82,0.61,0.34,Outdoor,Cloudy,48,Player 1,P1020,P1017
132,40,0.19,0.58,Outdoor,Sunny,46,Player 2,P1009,P1006
193,61,0.3,0.74,Outdoor,Cloudy,25,Player 2,P1004,P1014
98,130,0.7,0.67,Indoor,N/A,66,Player 1,P1011,P1003
67,69,0.48,0.49,Indoor,N/A,56,Player 1,P1005,P1007
137,40,0.67,0.58,Outdoor,Windy,49,Player 1,P1003,P1006
137,91,0.67,0.7,Indoor,N/A,63,Player 2,P1003,P1011
115,69,0.36,0.49,Indoor,N/A,58,Player 2,P1019,P1007
67,133,0.48,0.43,Outdoor,Cloudy,48,Player 1,P1005,P1015
98,82,0.7,0.34,Indoor,N/A,54,Player 1,P1011,P1017
169,92,0.74,0.73,Indoor,N/A,55,Player 1,P1001,P1002
148,112,0.38,0.61,Outdoor,Sunny,54,Player 2,P1008,P1020
119,125,0.61,0.19,Outdoor,Windy,59,Player 1,P1020,P1009
137,187,0.67,0.23,Outdoor,Windy,48,Player 1,P1003,P1012
148,108,0.38,0.36,Indoor,N/A,47,Player 2,P1008,P1019
137,82,0.67,0.34,Indoor,N/A,57,Player 2,P1003,P1017
76,130,0.49,0.67,Indoor,N/A,51,Player 1,P1007,P1003
193,162,0.3,0.74,Indoor,N/A,46,Player 2,P1004,P1001
193,21,0.3,0.22,Indoor,N/A,34,Player 2,P1004,P1013
28,92,0.22,0.73,Indoor,N/A,43,Player 1,P1013,P1002
148,21,0.38,0.22,Outdoor,Sunny,27,Player 2,P1008,P1013
137,187,0.67,0.23,Outdoor,Sunny,48,Player 1,P1003,P1012
67,61,0.48,0.74,Outdoor,Windy,67,Player 1,P1005,P1014
169,125,0.74,0.19,Outdoor,Sunny,46,Player 1,P1001,P1009
148,130,0.38,0.67,Outdoor,Windy,49,Player 1,P1008,P1003
181,69,0.78,0.49,Outdoor,Sunny,41,Player 1,P1018,P1007
67,162,0.48,0.74,Indoor,N/A,51,Player 1,P1005,P1001
193,69,0.3,0.49,Indoor,N/A,44,Player 1,P1004,P1007
47,187,0.58,0.23,Indoor,N/A,33,Player 1,P1006,P1012
76,162,0.49,0.74,Indoor,N/A,51,Player 1,P1007,P1001
67,112,0.48,0.61,Outdoor,Sunny,50,Player 1,P1005,P1020
119,118,0.61,0.66,Outdoor,Sunny,69,Player 1,P1020,P1010
76,177,0.49,0.4,Indoor,N/A,32,Player 1,P1007,P1016
148,60,0.38,0.48,Indoor,N/A,50,Player 2,P1008,P1005
181,82,0.78,0.34,Indoor,N/A,38,Player 1,P1018,P1017
28,69,0.22,0.49,Indoor,N/A,51,Player 1,P1013,P1007
132,108,0.19,0.36,Outdoor,Windy,64,Player 2,P1009,P1019
28,125,0.22,0.19,Outdoor,Cloudy,47,Player 1,P1013,P1009
194,21,0.23,0.22,Outdoor,Cloudy,35,Player 2,P1012,P1013
76,133,0.49,0.43,Outdoor,Sunny,54,Player 1,P1007,P1015
68,112,0.74,0.61,Indoor,N/A,52,Player 1,P1014,P1020
140,186,0.43,0.3,Outdoor,Windy,43,Player 1,P1015,P1004
89,40,0.34,0.58,Outdoor,Cloudy,62,Player 1,P1017,P1006
28,82,0.22,0.34,Indoor,N/A,58,Player 1,P1013,P1017
76,91,0.49,0.7,Indoor,N/A,51,Player 2,P1007,P1011
132,82,0.19,0.34,Outdoor,Cloudy,45,Player 2,P1009,P1017
115,133,0.36,0.43,Indoor,N/A,56,Player 1,P1019,P1015
47,91,0.58,0.7,Outdoor,Sunny,54,Player 1,P1006,P1011
89,186,0.34,0.3,Outdoor,Sunny,49,Player 1,P1017,P1004
68,91,0.74,0.7,Outdoor,Cloudy,52,Player 1,P1014,P1011
47,60,0.58,0.48,Outdoor,Cloudy,54,Player 1,P1006,P1005
89,177,0.34,0.4,Outdoor,Cloudy,47,Player 1,P1017,P1016
67,108,0.48,0.36,Outdoor,Windy,61,Player 1,P1005,P1019
68,186,0.74,0.3,Outdoor,Cloudy,29,Player 1,P1014,P1004
181,112,0.78,0.61,Indoor,N/A,60,Player 1,P1018,P1020
184,141,0.4,0.38,Indoor,N/A,62,Player 2,P1016,P1008
99,141,0.73,0.38,Outdoor,Sunny,60,Player 2,P1002,P1008
137,69,0.67,0.49,Outdoor,Windy,48,Player 2,P1003,P1007
115,61,0.36,0.74,Indoor,N/A,43,Player 2,P1019,P1014
140,118,0.43,0.66,Indoor,N/A,65,Player 1,P1015,P1010
137,141,0.67,0.38,Indoor,N/A,69,Player 2,P1003,P1008
193,60,0.3,0.48,Indoor,N/A,44,Player 2,P1004,P1005
181,187,0.78,0.23,Outdoor,Windy,61,Player 1,P1018,P1012
137,60,0.67,0.48,Outdoor,Windy,41,Player 1,P1003,P1005
125,187,0.66,0.23,Outdoor,Windy,57,Player 1,P1010,P1012
28,112,0.22,0.61,Indoor,N/A,40,Player 1,P1013,P1020
99,91,0.73,0.7,Indoor,N/A,57,Player 2,P1002,P1011
115,112,0.36,0.61,Indoor,N/A,56,Player 2,P1019,P1020
119,118,0.61,0.66,Outdoor,Sunny,73,Player 2,P1020,P1010
98,177,0.7,0.4,Outdoor,Cloudy,57,Player 2,P1011,P1016
194,118,0.23,0.66,Outdoor,Windy,55,Player 2,P1012,P1010
193,130,0.3,0.67,Indoor,N/A,45,Player 2,P1004,P1003
99,125,0.73,0.19,Indoor,N/A,59,Player 1,P1002,P1009
76,91,0.49,0.7,Indoor,N/A,64,Player 1,P1007,P1011
76,82,0.49,0.34,Outdoor,Cloudy,59,Player 2,P1007,P1017
67,177,0.48,0.4,Indoor,N/A,35,Player 1,P1005,P1016
132,186,0.19,0.3,Outdoor,Cloudy,55,Player 2,P1009,P1004
98,141,0.7,0.38,Indoor,N/A,48,Player 1,P1011,P1008
98,162,0.7,0.74,Indoor,N/A,49,Player 1,P1011,P1001
181,112,0.78,0.61,Outdoor,Windy,44,Player 2,P1018,P1020
68,82,0.74,0.34,Outdoor,Cloudy,60,Player 2,P1014,P1017
68,125,0.74,0.19,Outdoor,Cloudy,50,Player 1,P1014,P1009
169,133,0.74,0.43,Indoor,N/A,47,Player 2,P1001,P1015
184,108,0.4,0.36,Indoor,N/A,37,Player 2,P1016,P1019
181,82,0.78,0.34,Outdoor,Cloudy,35,Player 2,P1018,P1017
194,125,0.23,0.19,Outdoor,Sunny,53,Player 2,P1012,P1009
140,91,0.43,0.7,Outdoor,Sunny,50,Player 2,P1015,P1011
132,82,0.19,0.34,Indoor,N/A,51,Player 1,P1009,P1017
184,108,0.4,0.36,Indoor,N/A,44,Player 2,P1016,P1019
137,118,0.67,0.66,Outdoor,Windy,68,Player 1,P1003,P1010
47,91,0.58,0.7,Indoor,N/A,55,Player 2,P1006,P1011
181,141,0.78,0.38,Outdoor,Windy,43,Player 2,P1018,P1008
28,61,0.22,0.74,Outdoor,Windy,52,Player 1,P1013,P1014
169,141,0.74,0.38,Outdoor,Windy,54,Player 2,P1001,P1008
132,162,0.19,0.74,Indoor,N/A,52,Player 2,P1009,P1001
99,177,0.73,0.4,Outdoor,Sunny,50,Player 1,P1002,P1016
47,186,0.58,0.3,Outdoor,Windy,32,Player 1,P1006,P1004
68,141,0.74,0.38,Outdoor,Cloudy,44,Player 2,P1014,P1008
76,177,0.49,0.4,Indoor,N/A,53,Player 1,P1007,P1016
67,82,0.48,0.34,Outdoor,Windy,48,Player 1,P1005,P1017
68,162,0.74,0.74,Outdoor,Cloudy,31,Player 1,P1014,P1001
169,112,0.74,0.61,Outdoor,Windy,62,Player 2,P1001,P1020
67,112,0.48,0.61,Outdoor,Sunny,54,Player 2,P1005,P1020
132,141,0.19,0.38,Outdoor,Windy,65,Player 2,P1009,P1008
67,174,0.48,0.78,Outdoor,Sunny,45,Player 1,P1005,P1018
98,130,0.7,0.67,Outdoor,Sunny,52,Player 2,P1011,P1003
137,108,0.67,0.36,Indoor,N/A,62,Player 1,P1003,P1019
194,174,0.23,0.78,Outdoor,Cloudy,65,Player 2,P1012,P1018
89,162,0.34,0.74,Outdoor,Cloudy,52,Player 1,P1017,P1001
194,141,0.23,0.38,Outdoor,Sunny,54,Player 1,P1012,P1008
169,186,0.74,0.3,Outdoor,Cloudy,47,Player 1,P1001,P1004
194,118,0.23,0.66,Outdoor,Cloudy,50,Player 2,P1012,P1010
181,141,0.78,0.38,Outdoor,Windy,42,Player 2,P1018,P1008
99,141,0.73,0.38,Outdoor,Sunny,43,Player 1,P1002,P1008
89,91,0.34,0.7,Indoor,N/A,65,Player 2,P1017,P1011
125,187,0.66,0.23,Indoor,N/A,38,Player 2,P1010,P1012
98,40,0.7,0.58,Outdoor,Windy,47,Player 1,P1011,P1006
194,91,0.23,0.7,Indoor,N/A,45,Player 2,P1012,P1011
125,82,0.66,0.34,Indoor,N/A,42,Player 2,P1010,P1017
115,125,0.36,0.19,Indoor,N/A,48,Player 1,P1019,P1009
137,61,0.67,0.74,Indoor,N/A,41,Player 1,P1003,P1014
68,133,0.74,0.43,Outdoor,Sunny,43,Player 2,P1014,P1015
67,91,0.48,0.7,Indoor,N/A,62,Player 1,P1005,P1011
99,108,0.73,0.36,Outdoor,Windy,62,Player 1,P1002,P1019
193,60,0.3,0.48,Indoor,N/A,45,Player 2,P1004,P1005
132,186,0.19,0.3,Indoor,N/A,47,Player 1,P1009,P1004
89,162,0.34,0.74,Outdoor,Windy,45,Player 1,P1017,P1001
184,141,0.4,0.38,Indoor,N/A,44,Player 1,P1016,P1008
99,82,0.73,0.34,Indoor,N/A,63,Player 1,P1002,P1017
28,141,0.22,0.38,Outdoor,Cloudy,30,Player 2,P1013,P1008
68,92,0.74,0.73,Outdoor,Sunny,58,Player 1,P1014,P1002
119,162,0.61,0.74,Outdoor,Cloudy,50,Player 1,P1020,P1001
89,118,0.34,0.66,Indoor,N/A,53,Player 1,P1017,P1010
115,133,0.36,0.43,Outdoor,Sunny,57,Player 2,P1019,P1015
132,108,0.19,0.36,Outdoor,Cloudy,68,Player 2,P1009,P1019
125,162,0.66,0.74,Outdoor,Windy,53,Player 2,P1010,P1001
125,112,0.66,0.61,Outdoor,Sunny,68,Player 2,P1010,P1020
119,69,0.61,0.49,Outdoor,Sunny,55,Player 1,P1020,P1007
115,141,0.36,0.38,Indoor,N/A,62,Player 1,P1019,P1008
99,118,0.73,0.66,Indoor,N/A,51,Player 2,P1002,P1010
99,69,0.73,0.49,Indoor,N/A,66,Player 2,P1002,P1007
148,69,0.38,0.49,Outdoor,Cloudy,48,Player 2,P1008,P1007
169,174,0.74,0.78,Outdoor,Sunny,67,Player 2,P1001,P1018
140,187,0.43,0.23,Outdoor,Sunny,52,Player 1,P1015,P1012
125,91,0.66,0.7,Indoor,N/A,64,Player 2,P1010,P1011
193,112,0.3,0.61,Indoor,N/A,52,Player 2,P1004,P1020
137,82,0.67,0.34,Outdoor,Cloudy,39,Player 2,P1003,P1017
115,91,0.36,0.7,Indoor,N/A,49,Player 1,P1019,P1011
137,61,0.67,0.74,Outdoor,Sunny,50,Player 1,P1003,P1014
115,174,0.36,0.78,Indoor,N/A,45,Player 2,P1019,P1018
68,133,0.74,0.43,Outdoor,Windy,59,Player 1,P1014,P1015
125,108,0.66,0.36,Indoor,N/A,46,Player 2,P1010,P1019
169,82,0.74,0.34,Indoor,N/A,47,Player 1,P1001,P1017
194,162,0.23,0.74,Indoor,N/A,65,Player 2,P1012,P1001
194,162,0.23,0.74,Outdoor,Cloudy,49,Player 2,P1012,P1001
140,130,0.43,0.67,Indoor,N/A,70,Player 2,P1015,P1003
169,82,0.74,0.34,Outdoor,Windy,45,Player 2,P1001,P1017
99,40,0.73,0.58,Outdoor,Windy,60,Player 1,P1002,P1006
169,60,0.74,0.48,Outdoor,Windy,50,Player 1,P1001,P1005
28,91,0.22,0.7,Indoor,N/A,50,Player 1,P1013,P1011
125,108,0.66,0.36,Outdoor,Sunny,55,Player 2,P1010,P1019
67,125,0.48,0.19,Outdoor,Windy,60,Player 2,P1005,P1009
115,92,0.36,0.73,Outdoor,Cloudy,55,Player 1,P1019,P1002
28,118,0.22,0.66,Outdoor,Sunny,52,Player 1,P1013,P1010
68,91,0.74,0.7,Outdoor,Windy,68,Player 1,P1014,P1011
169,112,0.74,0.61,Indoor,N/A,57,Player 2,P1001,P1020
47,108,0.58,0.36,Outdoor,Sunny,51,Player 2,P1006,P1019
76,177,0.49,0.4,Indoor,N/A,41,Player 1,P1007,P1016
99,125,0.73,0.19,Outdoor,Sunny,44,Player 1,P1002,P1009
140,40,0.43,0.58,Indoor,N/A,48,Player 2,P1015,P1006
125,112,0.66,0.61,Indoor,N/A,59,Player 2,P1010,P1020
47,21,0.58,0.22,Outdoor,Cloudy,60,Player 2,P1006,P1013
67,174,0.48,0.78,Outdoor,Sunny,44,Player 2,P1005,P1018
76,130,0.49,0.67,Outdoor,Sunny,58,Player 1,P1007,P1003
68,82,0.74,0.34,Indoor,N/A,47,Player 1,P1014,P1017
68,186,0.74,0.3,Indoor,N/A,36,Player 1,P1014,P1004
181,60,0.78,0.48,Outdoor,Sunny,31,Player 2,P1018,P1005
47,141,0.58,0.38,Indoor,N/A,33,Player 1,P1006,P1008
67,112,0.48,0.61,Indoor,N/A,62,Player 1,P1005,P1020
148,133,0.38,0.43,Outdoor,Cloudy,48,Player 1,P1008,P1015
181,125,0.78,0.19,Indoor,N/A,49,Player 2,P1018,P1009
98,92,0.7,0.73,Outdoor,Windy,58,Player 2,P1011,P1002
89,61,0.34,0.74,Outdoor,Cloudy,60,Player 1,P1017,P1014
98,130,0.7,0.67,Indoor,N/A,57,Player 2,P1011,P1003
115,69,0.36,0.49,Outdoor,Windy,55,Player 1,P1019,P1007
132,133,0.19,0.43,Indoor,N/A,55,Player 1,P1009,P1015
132,186,0.19,0.3,Outdoor,Windy,59,Player 2,P1009,P1004
99,91,0.73,0.7,Indoor,N/A,60,Player 1,P1002,P1011
169,61,0.74,0.74,Outdoor,Cloudy,30,Player 2,P1001,P1014
115,177,0.36,0.4,Outdoor,Sunny,61,Player 2,P1019,P1016
181,92,0.78,0.73,Indoor,N/A,35,Player 2,P1018,P1002
76,162,0.49,0.74,Indoor,N/A,38,Player 2,P1007,P1001
125,187,0.66,0.23,Outdoor,Sunny,46,Player 1,P1010,P1012
68,186,0.74,0.3,Indoor,N/A,45,Player 1,P1014,P1004
99,118,0.73,0.66,Outdoor,Windy,69,Player 1,P1002,P1010
181,92,0.78,0.73,Indoor,N/A,33,Player 2,P1018,P1002
140,174,0.43,0.78,Outdoor,Windy,58,Player 2,P1015,P1018
125,21,0.66,0.22,Indoor,N/A,44,Player 2,P1010,P1013
169,141,0.74,0.38,Indoor,N/A,52,Player 2,P1001,P1008
76,60,0.49,0.48,Outdoor,Cloudy,57,Player 1,P1007,P1005
148,174,0.38,0.78,Outdoor,Cloudy,65,Player 2,P1008,P1018
194,118,0.23,0.66,Outdoor,Sunny,35,Player 2,P1012,P1010
137,108,0.67,0.36,Indoor,N/A,47,Player 2,P1003,P1019
28,91,0.22,0.7,Outdoor,Sunny,61,Player 2,P1013,P1011
99,162,0.73,0.74,Outdoor,Windy,53,Player 1,P1002,P1001
193,130,0.3,0.67,Outdoor,Cloudy,60,Player 2,P1004,P1003
132,177,0.19,0.4,Outdoor,Cloudy,65,Player 1,P1009,P1016
125,187,0.66,0.23,Outdoor,Windy,52,Player 1,P1010,P1012
68,91,0.74,0.7,Outdoor,Windy,64,Player 2,P1014,P1011
137,133,0.67,0.43,Indoor,N/A,56,Player 2,P1003,P1015
68,125,0.74,0.19,Indoor,N/A,57,Player 1,P1014,P1009
76,130,0.49,0.67,Indoor,N/A,46,Player 2,P1007,P1003
89,177,0.34,0.4,Outdoor,Windy,55,Player 1,P1017,P1016
28,60,0.22,0.48,Indoor,N/A,61,Player 1,P1013,P1005
184,61,0.4,0.74,Outdoor,Sunny,30,Player 2,P1016,P1014
89,162,0.34,0.74,Indoor,N/A,46,Player 2,P1017,P1001
148,60,0.38,0.48,Outdoor,Windy,33,Player 2,P1008,P1005
132,112,0.19,0.61,Outdoor,Sunny,59,Player 2,P1009,P1020
184,162,0.4,0.74,Outdoor,Windy,50,Player 1,P1016,P1001
125,112,0.66,0.61,Indoor,N/A,53,Player 2,P1010,P1020
140,21,0.43,0.22,Outdoor,Cloudy,33,Player 1,P1015,P1013
119,118,0.61,0.66,Outdoor,Windy,67,Player 2,P1020,P1010
125,130,0.66,0.67,Indoor,N/A,49,Player 1,P1010,P1003
148,108,0.38,0.36,Indoor,N/A,42,Player 1,P1008,P1019
89,60,0.34,0.48,Indoor,N/A,68,Player 1,P1017,P1005
119,186,0.61,0.3,Outdoor,Windy,48,Player 1,P1020,P1004
28,187,0.22,0.23,Outdoor,Cloudy,40,Player 1,P1013,P1012
47,177,0.58,0.4,Indoor,N/A,30,Player 1,P1006,P1016
137,141,0.67,0.38,Outdoor,Cloudy,57,Player 1,P1003,P1008
47,174,0.58,0.78,Indoor,N/A,40,Player 2,P1006,P1018
99,82,0.73,0.34,Outdoor,Cloudy,46,Player 1,P1002,P1017
184,130,0.4,0.67,Indoor,N/A,58,Player 2,P1016,P1003
137,40,0.67,0.58,Outdoor,Cloudy,44,Player 2,P1003,P1006
125,130,0.66,0.67,Outdoor,Sunny,73,Player 2,P1010,P1003
68,60,0.74,0.48,Outdoor,Cloudy,61,Player 1,P1014,P1005
193,141,0.3,0.38,Outdoor,Windy,39,Player 2,P1004,P1008
125,82,0.66,0.34,Indoor,N/A,57,Player 1,P1010,P1017
115,82,0.36,0.34,Outdoor,Cloudy,63,Player 2,P1019,P1017
68,130,0.74,0.67,Indoor,N/A,43,Player 1,P1014,P1003
99,91,0.73,0.7,Outdoor,Windy,54,Player 1,P1002,P1011
98,108,0.7,0.36,Indoor,N/A,67,Player 2,P1011,P1019
119,92,0.61,0.73,Outdoor,Cloudy,53,Player 2,P1020,P1002
181,133,0.78,0.43,Outdoor,Cloudy,64,Player 2,P1018,P1015
67,141,0.48,0.38,Outdoor,Sunny,44,Player 2,P1005,P1008
193,118,0.3,0.66,Indoor,N/A,50,Player 2,P1004,P1010
148,69,0.38,0.49,Outdoor,Windy,54,Player 2,P1008,P1007
89,60,0.34,0.48,Outdoor,Windy,60,Player 2,P1017,P1005
184,130,0.4,0.67,Outdoor,Windy,48,Player 2,P1016,P1003
137,40,0.67,0.58,Outdoor,Windy,33,Player 2,P1003,P1006
140,174,0.43,0.78,Indoor,N/A,65,Player 2,P1015,P1018
115,133,0.36,0.43,Outdoor,Windy,59,Player 1,P1019,P1015
194,40,0.23,0.58,Outdoor,Cloudy,33,Player 2,P1012,P1006
28,118,0.22,0.66,Indoor,N/A,45,Player 1,P1013,P1010
98,187,0.7,0.23,Indoor,N/A,56,Player 1,P1011,P1012
137,186,0.67,0.3,Indoor,N/A,55,Player 1,P1003,P1004
68,92,0.74,0.73,Indoor,N/A,56,Player 1,P1014,P1002
98,187,0.7,0.23,Outdoor,Cloudy,37,Player 1,P1011,P1012
115,162,0.36,0.74,Outdoor,Cloudy,53,Player 2,P1019,P1001
181,130,0.78,0.67,Indoor,N/A,39,Player 2,P1018,P1003
76,125,0.49,0.19,Outdoor,Windy,52,Player 1,P1007,P1009
119,125,0.61,0.19,Outdoor,Windy,51,Player 2,P1020,P1009
89,187,0.34,0.23,Outdoor,Sunny,41,Player 1,P1017,P1012
98,177,0.7,0.4,Outdoor,Cloudy,47,Player 1,P1011,P1016
119,108,0.61,0.36,Outdoor,Windy,54,Player 2,P1020,P1019
125,177,0.66,0.4,Outdoor,Sunny,46,Player 1,P1010,P1016
181,186,0.78,0.3,Indoor,N/A,73,Player 1,P1018,P1004
68,21,0.74,0.22,Outdoor,Sunny,61,Player 1,P1014,P1013
115,112,0.36,0.61,Outdoor,Sunny,56,Player 2,P1019,P1020
89,130,0.34,0.67,Indoor,N/A,44,Player 1,P1017,P1003
125,177,0.66,0.4,Indoor,N/A,46,Player 1,P1010,P1016
28,108,0.22,0.36,Outdoor,Windy,49,Player 2,P1013,P1019
125,186,0.66,0.3,Outdoor,Sunny,60,Player 1,P1010,P1004
137,174,0.67,0.78,Outdoor,Sunny,65,Player 1,P1003,P1018
119,21,0.61,0.22,Outdoor,Cloudy,53,Player 2,P1020,P1013
137,174,0.67,0.78,Indoor,N/A,43,Player 2,P1003,P1018
99,69,0.73,0.49,Outdoor,Cloudy,63,Player 2,P1002,P1007
193,92,0.3,0.73,Outdoor,Windy,33,Player 2,P1004,P1002
137,91,0.67,0.7,Outdoor,Cloudy,54,Player 1,P1003,P1011
98,69,0.7,0.49,Outdoor,Sunny,50,Player 1,P1011,P1007
68,174,0.74,0.78,Outdoor,Sunny,44,Player 2,P1014,P1018
193,130,0.3,0.67,Indoor,N/A,60,Player 2,P1004,P1003
184,141,0.4,0.38,Outdoor,Cloudy,51,Player 1,P1016,P1008
125,125,0.66,0.19,Indoor,N/A,67,Player 2,P1010,P1009
67,61,0.48,0.74,Outdoor,Sunny,56,Player 1,P1005,P1014
193,40,0.3,0.58,Indoor,N/A,31,Player 2,P1004,P1006
115,112,0.36,0.61,Outdoor,Windy,59,Player 1,P1019,P1020
